stage,date_of_status_update,district,address,street_dir,street_name,city,cleared_by_employee
COMPLETE,1979-06-08,,18900 n webster,North,Webster,spring hill,1800
COMPLETE,2023-06-23,,5101,,TROOST AVE,KANSAS CITY,600
COMPLETE,2023-07-11,,5129,,FOREST AVE,KANSAS CITY,
COMPLETE,2023-08-21,,5045,,VIRGINIA AVE,KANSAS CITY,
COMPLETE,2023-10-03,,5311,,ROCKHILL RD,KANSAS CITY,
COMPLETE,2024-02-28,,5101,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5103,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5111,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5115,North,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5117,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5121,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5125,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5129,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5133,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5137,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,5143,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,MH 5118 LYDIA AVE,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-02-28,,MH 5118 LYDIA AVE,,LYDIA AVE,KANSAS CITY,
COMPLETE,2024-03-20,,10105,,HILLCREST RD,KANSAS CITY,2600
COMPLETE,2024-03-21,,MH 10007 HILLCREST RD,,HILLCREST RD,KANSAS CITY,2600
COMPLETE,2024-03-23,,1757,,Marshall dr,Des plaines,120
COMPLETE,2024-03-25,,MH 10101,,HILLCREST RD,KANSAS CITY,2600
COMPLETE,2024-03-26,,MH 10001 HILCREST RD,,HILLCREST RD,KANSAS CITY,2600
COMPLETE,2024-04-04,,10111,,HILLCREST RD,KANSAS CITY,1800
COMPLETE,2024-04-18,,5037,,LYDIA AVE,KANSAS CITY,1800
COMPLETE,2024-04-18,,5041,,LYDIA AVE,KANSAS CITY,1800
COMPLETE,2024-04-18,,5042,,LYDIA AVE,KANSAS CITY,1800
COMPLETE,2024-04-18,,5046,,LYDIA AVE,KANSAS CITY,1800
COMPLETE,2024-04-18,,5047,,LYDIA AVE,KANSAS CITY,1800
COMPLETE,2024-04-25,,505,North,Wolf rd,NORTHLAKE,950
COMPLETE,2024-04-25,,507,North,Wolf rd,NORTHLAKE,950
COMPLETE,2024-04-25,,517,North,Wolf rd,NORTHLAKE,950
COMPLETE,2024-04-25,,521,North,Wolf rd,NORTHLAKE,950
COMPLETE,2024-05-03,,2,West,Palmer ave,NORTHLAKE,700
COMPLETE,2024-05-03,,500,North,Lavergne ave,NORTHLAKE,700
COMPLETE,2024-05-03,,501,North,Lavergne ave,NORTHLAKE,700
COMPLETE,2024-05-13,,804,South,SAVILLE ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,815,South,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,816,South,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,816,South,SAVAGE ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,817,South,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,820,South,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,820,South,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,820,South,SAVAGE ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,823,South,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,824,,SAVAGE ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,824,South,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,MH 808 S SAVILLE ST,South,SAVILLE ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,MH 813 S SOUTH SAVILLE ST,South,SAVILLE ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,MH 816 A S SAVAGE ST,South,SAVAGE ST,KANSAS CITY,2600
COMPLETE,2024-05-13,,MH 816 S HARKLESS ST,South,HARKLESS,KANSAS CITY,2600
COMPLETE,2024-05-13,,MH 816 SAVAGE ST,South,SAVAGE ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,803,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,805,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,807,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,808,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,808,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,808,,HARKLESS ST,Kansas City,2600
COMPLETE,2024-05-14,,810,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,811,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,812,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,812,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,813,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,814,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,820,,Savage ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,MH 803,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,MH 803 HARKLESS ST,,HARKLESS ST,KANSAS CITY,2600
COMPLETE,2024-05-14,,SB 802 SAVILLE ST,,SAVILLE ST,KANSAS CITY,2600
COMPLETE,2024-05-16,,557,,WOLF RD,NORTHLAKE,300
COMPLETE,2024-05-16,,561,,WOLF RD,NORTHLAKE,300
COMPLETE,2024-05-16,,565,,WOLF RD,NORTHLAKE,300
COMPLETE,2024-05-17,,46,East,FULLERTON AVE,NORTHLAKE,300
COMPLETE,2024-05-17,,48,East,FULLERTON AVE,NORTHLAKE,300
COMPLETE,2024-05-20,,700,East,DEVON AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-20,,750,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-20,,770,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-20,,780,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-21,,1001,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-21,,7801,West,87TH ST,BRIDGEVIEW,700
COMPLETE,2024-05-21,,800,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-21,,855A,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-21,,955,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-24,,1055,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-24,,1101,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-24,,1101A,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-24,,1201,,ARTHUR AVE,ELK GROVE VILLAGE,300
COMPLETE,2024-05-28,,1281,,ARTHUR AVE,Elk grove village,700
COMPLETE,2024-05-29,,2200,,ARTHUR AVE,ELK GROVE VILLAGE,700
COMPLETE,2024-05-29,,2200 A,,ARTHUR AVE,Elk grove village,700
COMPLETE,2024-05-29,,2200B,,ARTHUR AVE,Elk grove village,700
COMPLETE,2024-05-29,,2200C,,ARTHUR AVE,Elk grove village,700
COMPLETE,2024-05-29,,MH 2200 NORTH,,ATTHUR AVE,ELK GROVE VILLAGE,700
COMPLETE,2024-06-04,,595,South,State St,Elgin,120
COMPLETE,2024-06-12,,MH 37- MH 101,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-12,,MH 75-MH 101,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-12,,MH 75-MH 47,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-13,,23,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-13,,MH 23- MH 23A,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-13,,MH 23-MH 23B,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-13,,MH 23C- MH 26,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-13,,MH 47,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-13,,MH 47-MH 23C,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-17,,129,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-17,,151,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-17,,153,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-17,,MH 151,,NORTH AVE,NORTHLAKE,700
COMPLETE,2024-06-19,,6805,East,69TH ST,RAYTOWN,1800
COMPLETE,2024-06-21,,10001,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-06-21,,10011,,HILLCREST RD,KANSAS CITY,
COMPLETE,2024-06-21,,10013,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-06-21,,10106,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-06-21,,10107,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-06-21,,10110,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-06-21,,10130,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-06-21,,10140,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-06-21,,10216,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-06-25,,3008,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-06-26,,8605,,E 29TH TERR,KANSAS CITY,1800
COMPLETE,2024-06-26,,8605,East,29TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-26,,8615,East,29TH ST,KANSAS CITY,1800
COMPLETE,2024-06-26,,8623,,E 29TH TERR,KANSAS CITY,1800
COMPLETE,2024-06-26,,8715,East,30TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-26,,MH 8605 E 29TH TERRACE,East,29TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-27,,8621,,E 29TH ST,KANSAS CITY,1800
COMPLETE,2024-06-27,,8625/8627,,E 29TH TERR,KANSAS CITY,1800
COMPLETE,2024-06-27,,8632,East,29TH TERRRACE,KANSAS CITY,1800
COMPLETE,2024-06-27,,8725,,E 29TH ST,KANSAS CITY,1800
COMPLETE,2024-06-27,,8725,East,29TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-27,,MH 8625 E 29TH TERRACE,East,29TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-27,,MH 8625 E 29TH TERRACE,East,29TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-27,,MH 8625 E 29TH TERRACE,East,29TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-28,,2912,East,DONNEYLLY AVE,KANSAS CITY,1800
COMPLETE,2024-06-28,,2940,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-06-28,,3013,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-06-28,,3017,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-06-28,,8333,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-06-28,,8622,East,32ND ST,KANSAS CITY,600
COMPLETE,2024-06-28,,8718,,E 30TH TERR,KANSAS CITY,1800
COMPLETE,2024-06-28,,8718,East,30TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-28,,8719,East,30TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-06-28,,MH 8718 E 30TH TERRACE,East,30TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-07-01,,3012,,HUNTER AVE,KANSAS CITY,
COMPLETE,2024-07-01,,3016,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-01,,3033,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-01,,6018,,E 30TH TERR,KANSAS CITY,1800
COMPLETE,2024-07-01,,MH 3033 HUNTER AVE,,HUNTER AVE,Kansas City,2600
COMPLETE,2024-07-02,,2901,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2905,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2908,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2909,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2910,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2911,,29TH ST,KANSAS CITY,2600
COMPLETE,2024-07-02,,2911,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2914,,HUNTERAVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2915,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2916,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,2920,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,3000,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,3004,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,8610,,E 30TH TERR,KANSAS CITY,1800
COMPLETE,2024-07-02,,8615,,E 30TH ST,KANSAS CITY,1800
COMPLETE,2024-07-02,,8618,,E 30TH TERR,KANSAS CITY,1800
COMPLETE,2024-07-02,,8622,,E 30TH TERR,KANSAS CITY,1800
COMPLETE,2024-07-02,,MH 2914 HUNTER AVE,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,MH 2921 HUNTER AVE,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,MH 2921 HUNTER AVE,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-02,,MH 8610 E 30TH TERR,East,E 30TH TERR,KANSAS CITY,1800
COMPLETE,2024-07-02,,MH 8610 E 30TH TERR,East,E 30TH TERR,KANSAS CITY,1800
COMPLETE,2024-07-02,,MH 8622 E 30TH TERR,West,E 30TH TERR,KANSAS CITY,1800
COMPLETE,2024-07-03,,2900,,ASHLAND RIDGE RD,KANSAS CITY,2600
COMPLETE,2024-07-03,,2901,,ASHLAND RIDGE RD,KANSAS CITY,2600
COMPLETE,2024-07-03,,2914,South,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,2917,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,2921,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-03,,3001,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-03,,3001,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,3003,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-03,,3005,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-03,,3009,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,3011,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,3015,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,3023,,HUNTER AVE,KANSAS CITY,2600
COMPLETE,2024-07-03,,8824,East,29TH ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,8900,East,31ST ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,8900,East,31ST ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,8905,East,29TH ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,8907,East,29TH ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,8913,East,31ST ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,8925,East,31ST ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,MH 2917 STARK AVE,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,MH 2917 STARK AVE,North,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,MH 2917 STARK AVE,South,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,MH 2917 STARK AVE,West,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-03,,MH 8824 E 29TH ST,East,29TH ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,MH 8828 E 29TH ST,East,29TH ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,MH 8828 E 29TH ST,East,29TH ST,KANSAS CITY,2600
COMPLETE,2024-07-03,,MH 8925 E 31ST ST,East,31ST ST,KANSAS CITY,2600
COMPLETE,2024-07-10,,8624,,29TH TERRACE,KANSAS CITY,1800
COMPLETE,2024-07-11,,3000,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-11,,3001,East,DONNELLY ST,KANSAS CITY,1800
COMPLETE,2024-07-11,,8312,East,E 30TH ST,KANSAS CITY,1800
COMPLETE,2024-07-11,,8410,East,30TH ST,KANSAS CITY,1800
COMPLETE,2024-07-11,,MH 8312 E 30TH ST,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-11,,MH 8312 E 30TH ST,South,DONNELLY ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,8820,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,8824,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,8850,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,8909,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,8939,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,8949,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,8951,East,31STST,KANSAS CITY,1800
COMPLETE,2024-07-12,,MH 8925 E 31ST ST,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,MH 8925 E 31ST ST,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-12,,MH 9002 E 31ST ST,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-15,,,East,BOOTH AVE,KANSAS CITY,1800
COMPLETE,2024-07-15,,2817,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-15,,2821,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-15,,2825,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-15,,2900,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-15,,3036,East,BOOTH AVE,KANSAS CITY,1800
COMPLETE,2024-07-15,,MH 2825 STARK AVE,,STARK AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3020,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3030,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3032,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3035,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3036,East,DONNNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3037,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3039,,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3039,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3122,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3123,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,3124,East,DONNEELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-17,,8310,East,31ST ST,KANSAS CITY,1800
COMPLETE,2024-07-17,,8401,East,31 ST ST,KANSAS CITY,1800
COMPLETE,2024-07-17,,MH 3013 DONNELLY AVE,East,DONNELLY,KANSAS CITY,1800
COMPLETE,2024-07-17,,MH 8312 E 30TH ST,East,30TH ST,KANSAS CITY,1800
COMPLETE,2024-07-18,,3000,East,WALLACEAVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,3010,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,3012,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,3014,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,3015,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,3018,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,3020,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,3021,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,3022,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,8414,East,30TH ST,KANSAS CITY,1800
COMPLETE,2024-07-18,,8500,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,MH 3000 WALLACE AVE,,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,MH 3000 WALLACE AVE,,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-18,,MH 3022 WALLACE AVE,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3000,East,BOOTH AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3003,,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3003,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3024,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3100,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3100,East,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3123,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3130,East,32ND ST,KANSAS CITY,1800
COMPLETE,2024-07-19,,3131,East,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,3201,East,MARSH AVE,KANSAS CITY,1800
COMPLETE,2024-07-19,,6801,,WINCHESTER AVE,KANSAS CITY,
COMPLETE,2024-07-19,,8316,East,32ND ST,KANSAS CITY,1800
COMPLETE,2024-07-19,,MH 3000 BOOTH AVE,East,30TH ST,KANSAS CITY,1800
COMPLETE,2024-07-19,,MH 3022 WALLACE AVE,,WALLACE AVE,KANSAS CITY,1800
COMPLETE,2024-07-22,,2912,,DONNELLY AVE,KANSAS CITY,1800
COMPLETE,2024-07-22,,8300,East,US. HIGHWAY 40,KANSAS CITY,1800
COMPLETE,2024-07-22,,8400,East,US HIGHWAY 40,KANSAS CITY,1800
COMPLETE,2024-07-22,,8420,East,US HIGHWAY 40,KANSAS CITY,1800
COMPLETE,2024-07-22,,8500,East,US HIGHWAY 40,KANSAS CITY,1800
COMPLETE,2024-07-22,,MH 8400 E US HIGHWAY 40,East,US HIGHWAY 40,KANSAS CITY,1800
COMPLETE,2024-07-22,,MH 8400 E US HIGHWAY 40,East,US HIGHWAY 40,KANSAS CITY,1800
COMPLETE,2024-07-22,,MH 8500 E US HIGHWAY 40,East,US HIGHWAY 40,KANSAS CITY,1800
COMPLETE,2024-07-23,,2212/2210,West,W. North Ave,Melrose Park,850
COMPLETE,2024-07-23,,3037,,DONNELLY AVE,KANSAS CITY,600
COMPLETE,2024-07-23,,MH 2150 ML E,West,W. North Ave,Melrose Park,850
COMPLETE,2024-07-24,,2100 - 2110,West,W. NORTH AVE,Melrose Park,850
COMPLETE,2024-07-24,,MH 1384A ML N,North,W. North Ave,Melrose Park,850
COMPLETE,2024-07-24,,MH 1600 ML S,South,N. 17TH AVE,Melrose Park,850
COMPLETE,2024-07-24,,MH 2010 ML E,East,W. North Ave,Melrose Park,850
COMPLETE,2024-07-24,,MH 2100 ML E,East,W. North Ave,Melrose Park,850
COMPLETE,2024-07-24,,MH1384A ML E,East,W. North Ave,Melrose Park,850
COMPLETE,2024-07-25,,MH 1372 ML W,West,W. North Ave,Melrose Park,850
COMPLETE,2024-07-25,,MH 1384 ML S,South,W. North Ave,Melrose Park,850
COMPLETE,2024-07-25,,MH 1834 ML E,East,W. North Ave,Melrose Park,850
COMPLETE,2024-07-29,,1040,,W North Ave,Melrose Park,850
COMPLETE,2024-07-29,,maxw@julesmadison.com,West,W. North Ave,Melrose Park,850
COMPLETE,2024-07-29,,MH 1 ML E,East,W. North Ave,Melrose Park,850
COMPLETE,2024-07-29,,MH 1 ML S,South,W. North Ave,Melrose Park,850
COMPLETE,2024-07-29,,MH 1040 ML W / E,,W. North Ave,maxw@julesmadison.com,850
COMPLETE,2024-07-29,,MH 900 ML N,North,W. North Ave,Chicago,850
COMPLETE,2024-07-29,,MH 900 ML W,West,W. North Ave,Melrose Park,850
COMPLETE,2024-07-29,,MH 900B ML E,East,W. North Ave,Melrose Park,850
COMPLETE,2024-07-30,,MH 520 ML W,West,W. North Ave,Melrose Park,950
COMPLETE,2024-07-30,,MH 5200-MH 5232,South,Hyde Park Blvd,Chicago,850
COMPLETE,2024-07-30,,MH 550 ML E,East,W. North Ave,Melrose Park,950
COMPLETE,2024-07-30,,MH 550 ML N,North,W. North Ave,Melrose Park,950
COMPLETE,2024-07-30,,MH 620 ML E,East,W. North Ave,Melrose Park,950
COMPLETE,2024-07-30,,MH 620 ML W,West,W. North Ave,Melrose Park,950
COMPLETE,2024-07-30,,MH 640 ML E,East,W. North Ave,Melrose Park,850
COMPLETE,2024-07-31,,MH 1800 ML E,East,N. Fifth Ave,Melrose Park,850
COMPLETE,2024-07-31,,MH 1800 ML W,West,N. Fifth Ave,Melrose Park,950
COMPLETE,2024-07-31,,MH 1801 ML S,South,W. North Ave,Melrose Park,950
COMPLETE,2024-07-31,,MH 1825 ML N,North,N. Fifth Ave,Melrose Park,950
COMPLETE,2024-07-31,,MH 1825 ML S,South,N. Fifth Ave,Melrose Park,950
COMPLETE,2024-07-31,,MH 220 ML N,North,Andy Dr,Melrose Park,950
COMPLETE,2024-08-01,,10007,,Hillcrest rd,Kansas city,600
COMPLETE,2024-08-01,,STMH 10200 HILLCREST RD,,HILLCREST RD,KANSAS CITY,
COMPLETE,2024-08-06,,10619,,PALMER AVE,KANSAS CITY,
COMPLETE,2024-08-07,,5808,East,E 99TH ST,KANSAS CITY,600
COMPLETE,2024-08-07,,5820,East,E 99TH ST,KANSAS CITY,600
COMPLETE,2024-08-07,,5824,East,E 99TH ST,KANSAS CITY,600
COMPLETE,2024-08-07,,5828,East,E 99TH ST,KANSAS CITY,600
COMPLETE,2024-08-09,,10005,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-08-09,,10120,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-08-09,,10200,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-08-09,,10208,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-08-09,,10212,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-08-09,,3301,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-09,,3301,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-09,,3400,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-09,,3412,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-09,,3416,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-09,,3416,North,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-09,,MH 10001 HILLCREST RD,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-08-09,,MH 3412 WAYNE AVE,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-09,,MH 5907 E 102ND ST,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-08-09,,MH 5907 E 102ND ST,,HILLCREST RD,KANSAS CITY,600
COMPLETE,2024-08-14,,3328,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-14,,3330,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-14,,3334,,WAYNE AVE,KANSAS CITY,1800
COMPLETE,2024-08-14,,3335,,WAYNE AVE,KANSAS CITY,1800
